,slice_file_name,fsID,start,end,salience,fold,classID,Class,filelocation
17,100852-0-0-24.wav,100852,12,16,1,5,0,air_conditioner,C:\Users\gubba\Downloads\archive\fold5\100852-0-0-24.wav
18,100852-0-0-25.wav,100852,12.5,16.5,1,5,0,air_conditioner,C:\Users\gubba\Downloads\archive\fold5\100852-0-0-25.wav
19,100852-0-0-26.wav,100852,13,17,1,5,0,air_conditioner,C:\Users\gubba\Downloads\archive\fold5\100852-0-0-26.wav
20,100852-0-0-27.wav,100852,13.5,17.5,1,5,0,air_conditioner,C:\Users\gubba\Downloads\archive\fold5\100852-0-0-27.wav
21,100852-0-0-28.wav,100852,14,18,1,5,0,air_conditioner,C:\Users\gubba\Downloads\archive\fold5\100852-0-0-28.wav
22,100852-0-0-29.wav,100852,14.5,18.5,1,5,0,air_conditioner,C:\Users\gubba\Downloads\archive\fold5\100852-0-0-29.wav
23,100852-0-0-3.wav,100852,1.5,5.5,1,5,0,air_conditioner,C:\Users\gubba\Downloads\archive\fold5\100852-0-0-3.wav
24,100852-0-0-30.wav,100852,15,19,1,5,0,air_conditioner,C:\Users\gubba\Downloads\archive\fold5\100852-0-0-30.wav
25,100852-0-0-4.wav,100852,2,6,1,5,0,air_conditioner,C:\Users\gubba\Downloads\archive\fold5\100852-0-0-4.wav
26,100852-0-0-5.wav,100852,2.5,6.5,1,5,0,air_conditioner,C:\Users\gubba\Downloads\archive\fold5\100852-0-0-5.wav
27,100852-0-0-6.wav,100852,3,7,1,5,0,air_conditioner,C:\Users\gubba\Downloads\archive\fold5\100852-0-0-6.wav
28,100852-0-0-7.wav,100852,3.5,7.5,1,5,0,air_conditioner,C:\Users\gubba\Downloads\archive\fold5\100852-0-0-7.wav
29,100852-0-0-8.wav,100852,4,8,1,5,0,air_conditioner,C:\Users\gubba\Downloads\archive\fold5\100852-0-0-8.wav
30,100852-0-0-9.wav,100852,4.5,8.5,1,5,0,air_conditioner,C:\Users\gubba\Downloads\archive\fold5\100852-0-0-9.wav
31,101729-0-0-1.wav,101729,0.5,4.5,2,9,0,air_conditioner,C:\Users\gubba\Downloads\archive\fold9\101729-0-0-1.wav
32,101729-0-0-11.wav,101729,5.5,9.5,2,9,0,air_conditioner,C:\Users\gubba\Downloads\archive\fold9\101729-0-0-11.wav
33,101729-0-0-12.wav,101729,6,10,2,9,0,air_conditioner,C:\Users\gubba\Downloads\archive\fold9\101729-0-0-12.wav
34,101729-0-0-13.wav,101729,6.5,10.5,2,9,0,air_conditioner,C:\Users\gubba\Downloads\archive\fold9\101729-0-0-13.wav
35,101729-0-0-14.wav,101729,7,11,2,9,0,air_conditioner,C:\Users\gubba\Downloads\archive\fold9\101729-0-0-14.wav
36,101729-0-0-16.wav,101729,8,12,2,9,0,air_conditioner,C:\Users\gubba\Downloads\archive\fold9\101729-0-0-16.wav
37,101729-0-0-17.wav,101729,8.5,12.5,2,9,0,air_conditioner,C:\Users\gubba\Downloads\archive\fold9\101729-0-0-17.wav
38,101729-0-0-18.wav,101729,9,13,2,9,0,air_conditioner,C:\Users\gubba\Downloads\archive\fold9\101729-0-0-18.wav
39,101729-0-0-19.wav,101729,9.5,13.5,2,9,0,air_conditioner,C:\Users\gubba\Downloads\archive\fold9\101729-0-0-19.wav
40,101729-0-0-21.wav,101729,10.5,14.5,2,9,0,air_conditioner,C:\Users\gubba\Downloads\archive\fold9\101729-0-0-21.wav
41,101729-0-0-22.wav,101729,11,15,2,9,0,air_conditioner,C:\Users\gubba\Downloads\archive\fold9\101729-0-0-22.wav
42,101729-0-0-23.wav,101729,11.5,15.5,2,9,0,air_conditioner,C:\Users\gubba\Downloads\archive\fold9\101729-0-0-23.wav
43,101729-0-0-24.wav,101729,12,16,2,9,0,air_conditioner,C:\Users\gubba\Downloads\archive\fold9\101729-0-0-24.wav
44,101729-0-0-26.wav,101729,13,17,2,9,0,air_conditioner,C:\Users\gubba\Downloads\archive\fold9\101729-0-0-26.wav
45,101729-0-0-28.wav,101729,14,18,2,9,0,air_conditioner,C:\Users\gubba\Downloads\archive\fold9\101729-0-0-28.wav
46,101729-0-0-29.wav,101729,14.5,18.5,2,9,0,air_conditioner,C:\Users\gubba\Downloads\archive\fold9\101729-0-0-29.wav
47,101729-0-0-3.wav,101729,1.5,5.5,2,9,0,air_conditioner,C:\Users\gubba\Downloads\archive\fold9\101729-0-0-3.wav
48,101729-0-0-32.wav,101729,16,20,2,9,0,air_conditioner,C:\Users\gubba\Downloads\archive\fold9\101729-0-0-32.wav
49,101729-0-0-33.wav,101729,16.5,20.5,2,9,0,air_conditioner,C:\Users\gubba\Downloads\archive\fold9\101729-0-0-33.wav
50,101729-0-0-36.wav,101729,18,22,2,9,0,air_conditioner,C:\Users\gubba\Downloads\archive\fold9\101729-0-0-36.wav
51,101729-0-0-37.wav,101729,18.5,22.5,2,9,0,air_conditioner,C:\Users\gubba\Downloads\archive\fold9\101729-0-0-37.wav
52,101729-0-0-38.wav,101729,19,23,2,9,0,air_conditioner,C:\Users\gubba\Downloads\archive\fold9\101729-0-0-38.wav
53,101729-0-0-39.wav,101729,19.5,23.5,2,9,0,air_conditioner,C:\Users\gubba\Downloads\archive\fold9\101729-0-0-39.wav
54,101729-0-0-4.wav,101729,2,6,2,9,0,air_conditioner,C:\Users\gubba\Downloads\archive\fold9\101729-0-0-4.wav
55,101729-0-0-40.wav,101729,20,24,2,9,0,air_conditioner,C:\Users\gubba\Downloads\archive\fold9\101729-0-0-40.wav
56,101729-0-0-6.wav,101729,3,7,2,9,0,air_conditioner,C:\Users\gubba\Downloads\archive\fold9\101729-0-0-6.wav
57,101729-0-0-9.wav,101729,4.5,8.5,2,9,0,air_conditioner,C:\Users\gubba\Downloads\archive\fold9\101729-0-0-9.wav
58,119067-0-0-0.wav,119067,0,4,1,10,0,air_conditioner,C:\Users\gubba\Downloads\archive\fold10\119067-0-0-0.wav
59,119067-0-0-1.wav,119067,0.5,4.5,1,10,0,air_conditioner,C:\Users\gubba\Downloads\archive\fold10\119067-0-0-1.wav
60,119067-0-0-2.wav,119067,1,5,1,10,0,air_conditioner,C:\Users\gubba\Downloads\archive\fold10\119067-0-0-2.wav
61,121285-0-0-0.wav,121285,0,4,1,6,0,air_conditioner,C:\Users\gubba\Downloads\archive\fold6\121285-0-0-0.wav
62,121285-0-0-1.wav,121285,0.5,4.5,1,6,0,air_conditioner,C:\Users\gubba\Downloads\archive\fold6\121285-0-0-1.wav
63,121285-0-0-2.wav,121285,1,5,1,6,0,air_conditioner,C:\Users\gubba\Downloads\archive\fold6\121285-0-0-2.wav
64,121285-0-0-3.wav,121285,1.5,5.5,1,6,0,air_conditioner,C:\Users\gubba\Downloads\archive\fold6\121285-0-0-3.wav
65,121285-0-0-4.wav,121285,2,6,1,6,0,air_conditioner,C:\Users\gubba\Downloads\archive\fold6\121285-0-0-4.wav
66,121285-0-0-5.wav,121285,2.5,6.5,1,6,0,air_conditioner,C:\Users\gubba\Downloads\archive\fold6\121285-0-0-5.wav
67,121285-0-0-6.wav,121285,3,7,1,6,0,air_conditioner,C:\Users\gubba\Downloads\archive\fold6\121285-0-0-6.wav
68,121285-0-0-7.wav,121285,3.5,7.5,1,6,0,air_conditioner,C:\Users\gubba\Downloads\archive\fold6\121285-0-0-7.wav
69,121285-0-0-8.wav,121285,4,8,1,6,0,air_conditioner,C:\Users\gubba\Downloads\archive\fold6\121285-0-0-8.wav
70,121285-0-0-9.wav,121285,4.5,8.5,1,6,0,air_conditioner,C:\Users\gubba\Downloads\archive\fold6\121285-0-0-9.wav
71,121286-0-0-0.wav,121286,0,4,1,5,0,air_conditioner,C:\Users\gubba\Downloads\archive\fold5\121286-0-0-0.wav
72,121286-0-0-1.wav,121286,0.5,4.5,1,5,0,air_conditioner,C:\Users\gubba\Downloads\archive\fold5\121286-0-0-1.wav
73,121286-0-0-10.wav,121286,5,9,1,5,0,air_conditioner,C:\Users\gubba\Downloads\archive\fold5\121286-0-0-10.wav
74,121286-0-0-11.wav,121286,5.5,9.5,1,5,0,air_conditioner,C:\Users\gubba\Downloads\archive\fold5\121286-0-0-11.wav
75,121286-0-0-12.wav,121286,6,10,1,5,0,air_conditioner,C:\Users\gubba\Downloads\archive\fold5\121286-0-0-12.wav
76,121286-0-0-13.wav,121286,6.5,10.5,1,5,0,air_conditioner,C:\Users\gubba\Downloads\archive\fold5\121286-0-0-13.wav
77,121286-0-0-14.wav,121286,7,11,1,5,0,air_conditioner,C:\Users\gubba\Downloads\archive\fold5\121286-0-0-14.wav
78,121286-0-0-15.wav,121286,7.5,11.5,1,5,0,air_conditioner,C:\Users\gubba\Downloads\archive\fold5\121286-0-0-15.wav
79,121286-0-0-2.wav,121286,1,5,1,5,0,air_conditioner,C:\Users\gubba\Downloads\archive\fold5\121286-0-0-2.wav
80,121286-0-0-3.wav,121286,1.5,5.5,1,5,0,air_conditioner,C:\Users\gubba\Downloads\archive\fold5\121286-0-0-3.wav
81,121286-0-0-4.wav,121286,2,6,1,5,0,air_conditioner,C:\Users\gubba\Downloads\archive\fold5\121286-0-0-4.wav
82,121286-0-0-5.wav,121286,2.5,6.5,1,5,0,air_conditioner,C:\Users\gubba\Downloads\archive\fold5\121286-0-0-5.wav
83,121286-0-0-6.wav,121286,3,7,1,5,0,air_conditioner,C:\Users\gubba\Downloads\archive\fold5\121286-0-0-6.wav
84,121286-0-0-7.wav,121286,3.5,7.5,1,5,0,air_conditioner,C:\Users\gubba\Downloads\archive\fold5\121286-0-0-7.wav
85,121286-0-0-8.wav,121286,4,8,1,5,0,air_conditioner,C:\Users\gubba\Downloads\archive\fold5\121286-0-0-8.wav
86,121286-0-0-9.wav,121286,4.5,8.5,1,5,0,air_conditioner,C:\Users\gubba\Downloads\archive\fold5\121286-0-0-9.wav
87,127872-0-0-0.wav,127872,0,2.498417,1,2,0,air_conditioner,C:\Users\gubba\Downloads\archive\fold2\127872-0-0-0.wav
88,127873-0-0-0.wav,127873,0,2.04075,1,1,0,air_conditioner,C:\Users\gubba\Downloads\archive\fold1\127873-0-0-0.wav
89,13230-0-0-1.wav,13230,0.5,4.5,1,3,0,air_conditioner,C:\Users\gubba\Downloads\archive\fold3\13230-0-0-1.wav
90,13230-0-0-10.wav,13230,5,9,1,3,0,air_conditioner,C:\Users\gubba\Downloads\archive\fold3\13230-0-0-10.wav
91,13230-0-0-11.wav,13230,5.5,9.5,1,3,0,air_conditioner,C:\Users\gubba\Downloads\archive\fold3\13230-0-0-11.wav
92,13230-0-0-12.wav,13230,6,10,1,3,0,air_conditioner,C:\Users\gubba\Downloads\archive\fold3\13230-0-0-12.wav
93,13230-0-0-13.wav,13230,6.5,10.5,1,3,0,air_conditioner,C:\Users\gubba\Downloads\archive\fold3\13230-0-0-13.wav
94,13230-0-0-14.wav,13230,7,11,1,3,0,air_conditioner,C:\Users\gubba\Downloads\archive\fold3\13230-0-0-14.wav
95,13230-0-0-16.wav,13230,8,12,1,3,0,air_conditioner,C:\Users\gubba\Downloads\archive\fold3\13230-0-0-16.wav
96,13230-0-0-17.wav,13230,8.5,12.5,1,3,0,air_conditioner,C:\Users\gubba\Downloads\archive\fold3\13230-0-0-17.wav
97,13230-0-0-18.wav,13230,9,13,1,3,0,air_conditioner,C:\Users\gubba\Downloads\archive\fold3\13230-0-0-18.wav
98,13230-0-0-19.wav,13230,9.5,13.5,1,3,0,air_conditioner,C:\Users\gubba\Downloads\archive\fold3\13230-0-0-19.wav
99,13230-0-0-20.wav,13230,10,14,1,3,0,air_conditioner,C:\Users\gubba\Downloads\archive\fold3\13230-0-0-20.wav
100,13230-0-0-22.wav,13230,11,15,1,3,0,air_conditioner,C:\Users\gubba\Downloads\archive\fold3\13230-0-0-22.wav
101,13230-0-0-23.wav,13230,11.5,15.5,1,3,0,air_conditioner,C:\Users\gubba\Downloads\archive\fold3\13230-0-0-23.wav
102,13230-0-0-24.wav,13230,12,16,1,3,0,air_conditioner,C:\Users\gubba\Downloads\archive\fold3\13230-0-0-24.wav
103,13230-0-0-25.wav,13230,12.5,16.5,1,3,0,air_conditioner,C:\Users\gubba\Downloads\archive\fold3\13230-0-0-25.wav
104,13230-0-0-26.wav,13230,13,17,1,3,0,air_conditioner,C:\Users\gubba\Downloads\archive\fold3\13230-0-0-26.wav
105,13230-0-0-27.wav,13230,13.5,17.5,1,3,0,air_conditioner,C:\Users\gubba\Downloads\archive\fold3\13230-0-0-27.wav
106,13230-0-0-28.wav,13230,14,18,1,3,0,air_conditioner,C:\Users\gubba\Downloads\archive\fold3\13230-0-0-28.wav
107,13230-0-0-3.wav,13230,1.5,5.5,1,3,0,air_conditioner,C:\Users\gubba\Downloads\archive\fold3\13230-0-0-3.wav
108,13230-0-0-5.wav,13230,2.5,6.5,1,3,0,air_conditioner,C:\Users\gubba\Downloads\archive\fold3\13230-0-0-5.wav
109,13230-0-0-6.wav,13230,3,7,1,3,0,air_conditioner,C:\Users\gubba\Downloads\archive\fold3\13230-0-0-6.wav
110,13230-0-0-7.wav,13230,3.5,7.5,1,3,0,air_conditioner,C:\Users\gubba\Downloads\archive\fold3\13230-0-0-7.wav
111,13230-0-0-8.wav,13230,4,8,1,3,0,air_conditioner,C:\Users\gubba\Downloads\archive\fold3\13230-0-0-8.wav
112,13230-0-0-9.wav,13230,4.5,8.5,1,3,0,air_conditioner,C:\Users\gubba\Downloads\archive\fold3\13230-0-0-9.wav
113,134717-0-0-0.wav,134717,0,4,1,1,0,air_conditioner,C:\Users\gubba\Downloads\archive\fold1\134717-0-0-0.wav
114,134717-0-0-1.wav,134717,0.5,4.5,1,1,0,air_conditioner,C:\Users\gubba\Downloads\archive\fold1\134717-0-0-1.wav
115,134717-0-0-12.wav,134717,6,10,1,1,0,air_conditioner,C:\Users\gubba\Downloads\archive\fold1\134717-0-0-12.wav
116,134717-0-0-13.wav,134717,6.5,10.5,1,1,0,air_conditioner,C:\Users\gubba\Downloads\archive\fold1\134717-0-0-13.wav
117,134717-0-0-14.wav,134717,7,11,1,1,0,air_conditioner,C:\Users\gubba\Downloads\archive\fold1\134717-0-0-14.wav
118,134717-0-0-15.wav,134717,7.5,11.5,1,1,0,air_conditioner,C:\Users\gubba\Downloads\archive\fold1\134717-0-0-15.wav
119,134717-0-0-16.wav,134717,8,12,1,1,0,air_conditioner,C:\Users\gubba\Downloads\archive\fold1\134717-0-0-16.wav
120,134717-0-0-18.wav,134717,9,13,1,1,0,air_conditioner,C:\Users\gubba\Downloads\archive\fold1\134717-0-0-18.wav
121,134717-0-0-19.wav,134717,9.5,13.5,1,1,0,air_conditioner,C:\Users\gubba\Downloads\archive\fold1\134717-0-0-19.wav
122,134717-0-0-2.wav,134717,1,5,1,1,0,air_conditioner,C:\Users\gubba\Downloads\archive\fold1\134717-0-0-2.wav
123,134717-0-0-20.wav,134717,10,14,1,1,0,air_conditioner,C:\Users\gubba\Downloads\archive\fold1\134717-0-0-20.wav
124,134717-0-0-21.wav,134717,10.5,14.5,1,1,0,air_conditioner,C:\Users\gubba\Downloads\archive\fold1\134717-0-0-21.wav
125,134717-0-0-22.wav,134717,11,15,1,1,0,air_conditioner,C:\Users\gubba\Downloads\archive\fold1\134717-0-0-22.wav
126,134717-0-0-23.wav,134717,11.5,15.5,1,1,0,air_conditioner,C:\Users\gubba\Downloads\archive\fold1\134717-0-0-23.wav
127,134717-0-0-24.wav,134717,12,16,1,1,0,air_conditioner,C:\Users\gubba\Downloads\archive\fold1\134717-0-0-24.wav
128,134717-0-0-25.wav,134717,12.5,16.5,1,1,0,air_conditioner,C:\Users\gubba\Downloads\archive\fold1\134717-0-0-25.wav
129,134717-0-0-26.wav,134717,13,17,1,1,0,air_conditioner,C:\Users\gubba\Downloads\archive\fold1\134717-0-0-26.wav
130,134717-0-0-27.wav,134717,13.5,17.5,1,1,0,air_conditioner,C:\Users\gubba\Downloads\archive\fold1\134717-0-0-27.wav
131,134717-0-0-28.wav,134717,14,18,1,1,0,air_conditioner,C:\Users\gubba\Downloads\archive\fold1\134717-0-0-28.wav
132,134717-0-0-4.wav,134717,2,6,1,1,0,air_conditioner,C:\Users\gubba\Downloads\archive\fold1\134717-0-0-4.wav
133,134717-0-0-5.wav,134717,2.5,6.5,1,1,0,air_conditioner,C:\Users\gubba\Downloads\archive\fold1\134717-0-0-5.wav
134,134717-0-0-6.wav,134717,3,7,1,1,0,air_conditioner,C:\Users\gubba\Downloads\archive\fold1\134717-0-0-6.wav
135,134717-0-0-7.wav,134717,3.5,7.5,1,1,0,air_conditioner,C:\Users\gubba\Downloads\archive\fold1\134717-0-0-7.wav
136,134717-0-0-8.wav,134717,4,8,1,1,0,air_conditioner,C:\Users\gubba\Downloads\archive\fold1\134717-0-0-8.wav
137,134717-0-0-9.wav,134717,4.5,8.5,1,1,0,air_conditioner,C:\Users\gubba\Downloads\archive\fold1\134717-0-0-9.wav
138,146690-0-0-100.wav,146690,50,54,1,2,0,air_conditioner,C:\Users\gubba\Downloads\archive\fold2\146690-0-0-100.wav
139,146690-0-0-112.wav,146690,56,60,1,2,0,air_conditioner,C:\Users\gubba\Downloads\archive\fold2\146690-0-0-112.wav
140,146690-0-0-115.wav,146690,57.5,61.5,1,2,0,air_conditioner,C:\Users\gubba\Downloads\archive\fold2\146690-0-0-115.wav
141,146690-0-0-116.wav,146690,58,62,1,2,0,air_conditioner,C:\Users\gubba\Downloads\archive\fold2\146690-0-0-116.wav
142,146690-0-0-117.wav,146690,58.5,62.5,1,2,0,air_conditioner,C:\Users\gubba\Downloads\archive\fold2\146690-0-0-117.wav
143,146690-0-0-125.wav,146690,62.5,66.5,1,2,0,air_conditioner,C:\Users\gubba\Downloads\archive\fold2\146690-0-0-125.wav
144,146690-0-0-137.wav,146690,68.5,72.5,1,2,0,air_conditioner,C:\Users\gubba\Downloads\archive\fold2\146690-0-0-137.wav
145,146690-0-0-140.wav,146690,70,74,1,2,0,air_conditioner,C:\Users\gubba\Downloads\archive\fold2\146690-0-0-140.wav
146,146690-0-0-151.wav,146690,75.5,79.5,1,2,0,air_conditioner,C:\Users\gubba\Downloads\archive\fold2\146690-0-0-151.wav
147,146690-0-0-154.wav,146690,77,81,1,2,0,air_conditioner,C:\Users\gubba\Downloads\archive\fold2\146690-0-0-154.wav
148,146690-0-0-155.wav,146690,77.5,81.5,1,2,0,air_conditioner,C:\Users\gubba\Downloads\archive\fold2\146690-0-0-155.wav
149,146690-0-0-165.wav,146690,82.5,86.5,1,2,0,air_conditioner,C:\Users\gubba\Downloads\archive\fold2\146690-0-0-165.wav
150,146690-0-0-17.wav,146690,8.5,12.5,1,2,0,air_conditioner,C:\Users\gubba\Downloads\archive\fold2\146690-0-0-17.wav
151,146690-0-0-18.wav,146690,9,13,1,2,0,air_conditioner,C:\Users\gubba\Downloads\archive\fold2\146690-0-0-18.wav
152,146690-0-0-25.wav,146690,12.5,16.5,1,2,0,air_conditioner,C:\Users\gubba\Downloads\archive\fold2\146690-0-0-25.wav
153,146690-0-0-35.wav,146690,17.5,21.5,1,2,0,air_conditioner,C:\Users\gubba\Downloads\archive\fold2\146690-0-0-35.wav
154,146690-0-0-38.wav,146690,19,23,1,2,0,air_conditioner,C:\Users\gubba\Downloads\archive\fold2\146690-0-0-38.wav
155,146690-0-0-43.wav,146690,21.5,25.5,1,2,0,air_conditioner,C:\Users\gubba\Downloads\archive\fold2\146690-0-0-43.wav
156,146690-0-0-47.wav,146690,23.5,27.5,1,2,0,air_conditioner,C:\Users\gubba\Downloads\archive\fold2\146690-0-0-47.wav
157,146690-0-0-64.wav,146690,32,36,1,2,0,air_conditioner,C:\Users\gubba\Downloads\archive\fold2\146690-0-0-64.wav
158,146690-0-0-8.wav,146690,4,8,1,2,0,air_conditioner,C:\Users\gubba\Downloads\archive\fold2\146690-0-0-8.wav
159,146690-0-0-80.wav,146690,40,44,1,2,0,air_conditioner,C:\Users\gubba\Downloads\archive\fold2\146690-0-0-80.wav
160,146690-0-0-86.wav,146690,43,47,1,2,0,air_conditioner,C:\Users\gubba\Downloads\archive\fold2\146690-0-0-86.wav
161,146690-0-0-87.wav,146690,43.5,47.5,1,2,0,air_conditioner,C:\Users\gubba\Downloads\archive\fold2\146690-0-0-87.wav
162,146690-0-0-93.wav,146690,46.5,50.5,1,2,0,air_conditioner,C:\Users\gubba\Downloads\archive\fold2\146690-0-0-93.wav
163,146709-0-0-1.wav,146709,0.5,4.5,1,4,0,air_conditioner,C:\Users\gubba\Downloads\archive\fold4\146709-0-0-1.wav
164,146709-0-0-11.wav,146709,5.5,9.5,1,4,0,air_conditioner,C:\Users\gubba\Downloads\archive\fold4\146709-0-0-11.wav
165,146709-0-0-12.wav,146709,6,10,1,4,0,air_conditioner,C:\Users\gubba\Downloads\archive\fold4\146709-0-0-12.wav
166,146709-0-0-17.wav,146709,8.5,12.5,1,4,0,air_conditioner,C:\Users\gubba\Downloads\archive\fold4\146709-0-0-17.wav
167,146709-0-0-18.wav,146709,9,13,1,4,0,air_conditioner,C:\Users\gubba\Downloads\archive\fold4\146709-0-0-18.wav
168,146709-0-0-19.wav,146709,9.5,13.5,1,4,0,air_conditioner,C:\Users\gubba\Downloads\archive\fold4\146709-0-0-19.wav
169,146709-0-0-20.wav,146709,10,14,1,4,0,air_conditioner,C:\Users\gubba\Downloads\archive\fold4\146709-0-0-20.wav
170,146709-0-0-22.wav,146709,11,15,1,4,0,air_conditioner,C:\Users\gubba\Downloads\archive\fold4\146709-0-0-22.wav
171,146709-0-0-25.wav,146709,12.5,16.5,1,4,0,air_conditioner,C:\Users\gubba\Downloads\archive\fold4\146709-0-0-25.wav
172,146709-0-0-26.wav,146709,13,17,1,4,0,air_conditioner,C:\Users\gubba\Downloads\archive\fold4\146709-0-0-26.wav
173,146709-0-0-3.wav,146709,1.5,5.5,1,4,0,air_conditioner,C:\Users\gubba\Downloads\archive\fold4\146709-0-0-3.wav
174,146709-0-0-30.wav,146709,15,19,1,4,0,air_conditioner,C:\Users\gubba\Downloads\archive\fold4\146709-0-0-30.wav
175,146709-0-0-33.wav,146709,16.5,20.5,1,4,0,air_conditioner,C:\Users\gubba\Downloads\archive\fold4\146709-0-0-33.wav
176,146709-0-0-34.wav,146709,17,21,1,4,0,air_conditioner,C:\Users\gubba\Downloads\archive\fold4\146709-0-0-34.wav
177,146709-0-0-37.wav,146709,18.5,22.5,1,4,0,air_conditioner,C:\Users\gubba\Downloads\archive\fold4\146709-0-0-37.wav
178,146709-0-0-44.wav,146709,22,26,1,4,0,air_conditioner,C:\Users\gubba\Downloads\archive\fold4\146709-0-0-44.wav
179,146709-0-0-48.wav,146709,24,28,1,4,0,air_conditioner,C:\Users\gubba\Downloads\archive\fold4\146709-0-0-48.wav
180,146709-0-0-53.wav,146709,26.5,30.5,1,4,0,air_conditioner,C:\Users\gubba\Downloads\archive\fold4\146709-0-0-53.wav
181,146709-0-0-59.wav,146709,29.5,33.5,1,4,0,air_conditioner,C:\Users\gubba\Downloads\archive\fold4\146709-0-0-59.wav
182,146709-0-0-63.wav,146709,31.5,35.5,1,4,0,air_conditioner,C:\Users\gubba\Downloads\archive\fold4\146709-0-0-63.wav
183,146709-0-0-65.wav,146709,32.5,36.5,1,4,0,air_conditioner,C:\Users\gubba\Downloads\archive\fold4\146709-0-0-65.wav
184,146709-0-0-66.wav,146709,33,37,1,4,0,air_conditioner,C:\Users\gubba\Downloads\archive\fold4\146709-0-0-66.wav
185,146709-0-0-68.wav,146709,34,38,1,4,0,air_conditioner,C:\Users\gubba\Downloads\archive\fold4\146709-0-0-68.wav
186,146709-0-0-7.wav,146709,3.5,7.5,1,4,0,air_conditioner,C:\Users\gubba\Downloads\archive\fold4\146709-0-0-7.wav
187,146714-0-0-0.wav,146714,0,4,2,3,0,air_conditioner,C:\Users\gubba\Downloads\archive\fold3\146714-0-0-0.wav
188,146714-0-0-12.wav,146714,6,10,2,3,0,air_conditioner,C:\Users\gubba\Downloads\archive\fold3\146714-0-0-12.wav
189,146714-0-0-13.wav,146714,6.5,10.5,2,3,0,air_conditioner,C:\Users\gubba\Downloads\archive\fold3\146714-0-0-13.wav
190,146714-0-0-17.wav,146714,8.5,12.5,2,3,0,air_conditioner,C:\Users\gubba\Downloads\archive\fold3\146714-0-0-17.wav
191,146714-0-0-18.wav,146714,9,13,2,3,0,air_conditioner,C:\Users\gubba\Downloads\archive\fold3\146714-0-0-18.wav
192,146714-0-0-2.wav,146714,1,5,2,3,0,air_conditioner,C:\Users\gubba\Downloads\archive\fold3\146714-0-0-2.wav
193,146714-0-0-21.wav,146714,10.5,14.5,2,3,0,air_conditioner,C:\Users\gubba\Downloads\archive\fold3\146714-0-0-21.wav
194,146714-0-0-22.wav,146714,11,15,2,3,0,air_conditioner,C:\Users\gubba\Downloads\archive\fold3\146714-0-0-22.wav
195,146714-0-0-27.wav,146714,13.5,17.5,2,3,0,air_conditioner,C:\Users\gubba\Downloads\archive\fold3\146714-0-0-27.wav
196,146714-0-0-33.wav,146714,16.5,20.5,2,3,0,air_conditioner,C:\Users\gubba\Downloads\archive\fold3\146714-0-0-33.wav
197,146714-0-0-35.wav,146714,17.5,21.5,2,3,0,air_conditioner,C:\Users\gubba\Downloads\archive\fold3\146714-0-0-35.wav
198,146714-0-0-36.wav,146714,18,22,2,3,0,air_conditioner,C:\Users\gubba\Downloads\archive\fold3\146714-0-0-36.wav
